0.00000E+0  2.16200E-8  8.84500E-2  2.49360E+2  2.40147E-6  4.98744E+3
1.00000E-1  3.43600E-5  1.21040E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.86900E-5  1.43560E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.03050E-4  1.60330E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.37350E-4  1.75210E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.71700E-4  1.90030E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.06000E-4  2.05940E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.40400E-4  2.20770E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.74700E-4  2.35620E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.09000E-4  2.50490E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.43350E-4  2.65340E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.43350E-4  2.80140E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.09000E-4  2.94970E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.74700E-4  3.09810E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.40400E-4  3.24680E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.06050E-4  3.39490E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.71700E-4  3.55640E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.37400E-4  3.70500E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.03050E-4  3.85380E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.86950E-5  4.05970E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E-1  3.43550E-5  4.28490E-1  0.00000E+0  0.00000E+0  0.00000E+0
0.00000E+0  2.16600E-8  4.72280E-1  0.00000E+0  0.00000E+0  0.00000E+0
