0.00000E+0  2.24200E-8  9.05100E-2  2.49200E+2  1.91543E-6  4.93240E+3
1.00000E-1  3.43350E-5  1.23040E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.86300E-5  1.45580E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.02900E-4  1.62370E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.37250E-4  1.77210E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.71500E-4  1.92020E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.05850E-4  2.07910E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.40100E-4  2.22790E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.74450E-4  2.37650E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.08700E-4  2.52500E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.43000E-4  2.67370E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.43050E-4  2.82190E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.08700E-4  2.97030E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.74450E-4  3.11870E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.40100E-4  3.26740E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.05850E-4  3.41580E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.71500E-4  3.57680E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.37250E-4  3.72540E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.02950E-4  3.87400E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.86300E-5  4.07960E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E-1  3.43300E-5  4.30450E-1  0.00000E+0  0.00000E+0  0.00000E+0
0.00000E+0  2.40400E-8  4.74150E-1  0.00000E+0  0.00000E+0  0.00000E+0
