0.00000E+0  2.24800E-8  8.57800E-2  2.48350E+2  2.36161E-6  4.76711E+3
1.00000E-1  3.41600E-5  1.18330E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.82950E-5  1.40860E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.02450E-4  1.57690E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.36550E-4  1.72560E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.70700E-4  1.87430E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.04900E-4  2.03360E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.38950E-4  2.18210E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.73100E-4  2.33050E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.07200E-4  2.47930E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.41350E-4  2.62790E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.41400E-4  2.77650E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.07200E-4  2.92490E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.73100E-4  3.07300E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.38950E-4  3.22170E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.04900E-4  3.37000E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.70700E-4  3.53110E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.36550E-4  3.67950E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.02400E-4  3.82820E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.82900E-5  4.03340E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E-1  3.41600E-5  4.25880E-1  0.00000E+0  0.00000E+0  0.00000E+0
0.00000E+0  2.23200E-8  4.69610E-1  0.00000E+0  0.00000E+0  0.00000E+0
