0.00000E+0  2.22950E-8  8.92200E-2  2.48990E+2  2.41577E-6  4.87723E+3
1.00000E-1  3.42850E-5  1.21770E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.85400E-5  1.44290E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.02800E-4  1.61120E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.37100E-4  1.76000E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.71300E-4  1.90910E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.05600E-4  2.06770E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.39800E-4  2.21640E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.74100E-4  2.36500E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.08350E-4  2.51380E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.42600E-4  2.66230E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E+0  3.42550E-4  2.81060E-1  0.00000E+0  0.00000E+0  0.00000E+0
9.00000E-1  3.08350E-4  2.95890E-1  0.00000E+0  0.00000E+0  0.00000E+0
8.00000E-1  2.74100E-4  3.10750E-1  0.00000E+0  0.00000E+0  0.00000E+0
7.00000E-1  2.39850E-4  3.25590E-1  0.00000E+0  0.00000E+0  0.00000E+0
6.00000E-1  2.05600E-4  3.40430E-1  0.00000E+0  0.00000E+0  0.00000E+0
5.00000E-1  1.71300E-4  3.56530E-1  0.00000E+0  0.00000E+0  0.00000E+0
4.00000E-1  1.37100E-4  3.71380E-1  0.00000E+0  0.00000E+0  0.00000E+0
3.00000E-1  1.02800E-4  3.86220E-1  0.00000E+0  0.00000E+0  0.00000E+0
2.00000E-1  6.85350E-5  4.06750E-1  0.00000E+0  0.00000E+0  0.00000E+0
1.00000E-1  3.42900E-5  4.29280E-1  0.00000E+0  0.00000E+0  0.00000E+0
0.00000E+0  2.39000E-8  4.73030E-1  0.00000E+0  0.00000E+0  0.00000E+0
